# Energy DOS
1.77313161e+00 3.03673744e-01
1.78026700e+00 3.04128051e-01
1.78740239e+00 3.04264814e-01
1.79453731e+00 3.04085106e-01
1.80167270e+00 3.03590983e-01
1.80880809e+00 3.02785277e-01
1.81594348e+00 3.01671892e-01
1.82307887e+00 3.00255626e-01
1.83021426e+00 2.98541903e-01
1.83734965e+00 2.96537071e-01
1.84448504e+00 2.94248492e-01
1.85162044e+00 2.91684061e-01
1.85875535e+00 2.88852483e-01
1.86589074e+00 2.85762757e-01
1.87302613e+00 2.82424986e-01
1.88016152e+00 2.78849721e-01
1.88729692e+00 2.75047809e-01
1.89443231e+00 2.71030933e-01
1.90156770e+00 2.66811043e-01
1.90870309e+00 2.62400270e-01
1.91583800e+00 2.57811606e-01
1.92297339e+00 2.53057271e-01
1.93010879e+00 2.48150468e-01
1.93724418e+00 2.43104503e-01
1.94437957e+00 2.37932608e-01
1.95151496e+00 2.32647911e-01
1.95865035e+00 2.27263674e-01
1.96578574e+00 2.21793205e-01
1.97292113e+00 2.16249496e-01
1.98005605e+00 2.10645512e-01
1.98719144e+00 2.04993397e-01
1.99432683e+00 1.99305698e-01
2.00146222e+00 1.93594605e-01
2.00859761e+00 1.87871128e-01
2.01573300e+00 1.82147235e-01
2.02286839e+00 1.76433519e-01
2.03000379e+00 1.70740023e-01
2.03713918e+00 1.65076867e-01
2.04427409e+00 1.59453630e-01
2.05140948e+00 1.53878465e-01
2.05854487e+00 1.48359954e-01
2.06568027e+00 1.42905787e-01
2.07281566e+00 1.37522832e-01
2.07995105e+00 1.32218212e-01
2.08708644e+00 1.26997292e-01
2.09422183e+00 1.21865727e-01
2.10135722e+00 1.16828360e-01
2.10849214e+00 1.11889943e-01
2.11562753e+00 1.07053563e-01
2.12276292e+00 1.02322713e-01
2.12989831e+00 9.77002606e-02
2.13703370e+00 9.31884348e-02
2.14416909e+00 8.87894407e-02
2.15130448e+00 8.45046192e-02
2.15843987e+00 8.03351030e-02
2.16557527e+00 7.62817040e-02
2.17271018e+00 7.23451898e-02
2.17984557e+00 6.85255527e-02
2.18698096e+00 6.48226663e-02
2.19411635e+00 6.12370707e-02
2.20125175e+00 5.77680692e-02
2.20838714e+00 5.44155166e-02
2.21552253e+00 5.11791073e-02
2.22265792e+00 4.80585508e-02
2.22979331e+00 4.50534560e-02
2.23692822e+00 4.21638265e-02
2.24406362e+00 3.93891595e-02
2.25119901e+00 3.67297977e-02
2.25833440e+00 3.41859385e-02
2.26546979e+00 3.17580029e-02
2.27260518e+00 2.94467788e-02
2.27974057e+00 2.72531826e-02
2.28687596e+00 2.51783449e-02
2.29401135e+00 2.32239701e-02
2.30114627e+00 2.13918518e-02
2.30828166e+00 1.96840595e-02
2.31541705e+00 1.81030836e-02
2.32255244e+00 1.66518129e-02
2.32968783e+00 1.53331645e-02
2.33682323e+00 1.41506195e-02
2.34395862e+00 1.31077869e-02
2.35109401e+00 1.22085866e-02
2.35822940e+00 1.14570055e-02
2.36536431e+00 1.08574852e-02
2.37249970e+00 1.04143089e-02
2.37963510e+00 1.01319486e-02
2.38677049e+00 1.00150863e-02
2.39390588e+00 1.00682285e-02
2.40104127e+00 1.02958176e-02
2.40817666e+00 1.07021276e-02
2.41531205e+00 1.12915793e-02
2.42244744e+00 1.20677026e-02
2.42958236e+00 1.30343502e-02
2.43671775e+00 1.41945845e-02
2.44385314e+00 1.55512495e-02
2.45098853e+00 1.71060953e-02
2.45812392e+00 1.88609250e-02
2.46525931e+00 2.08165366e-02
2.47239470e+00 2.29727253e-02
2.47953010e+00 2.53287870e-02
2.48666549e+00 2.78830063e-02
2.49380040e+00 3.06324456e-02
2.50093579e+00 3.35736163e-02
2.50807118e+00 3.67016122e-02
2.51520658e+00 4.00103219e-02
2.52234197e+00 4.34924066e-02
2.52947736e+00 4.71395068e-02
2.53661275e+00 5.09419553e-02
2.54374814e+00 5.48888892e-02
2.55088353e+00 5.89679480e-02
2.55801845e+00 6.31652921e-02
2.56515384e+00 6.74667805e-02
2.57228923e+00 7.18561932e-02
2.57942462e+00 7.63162374e-02
2.58656001e+00 8.08285996e-02
2.59369540e+00 8.53737816e-02
2.60083079e+00 8.99316221e-02
2.60796618e+00 9.44804624e-02
2.61510158e+00 9.89983082e-02
2.62223649e+00 1.03461958e-01
2.62937188e+00 1.07848652e-01
2.63650727e+00 1.12134099e-01
2.64364266e+00 1.16294451e-01
2.65077806e+00 1.20305136e-01
2.65791345e+00 1.24142021e-01
2.66504884e+00 1.27781183e-01
2.67218423e+00 1.31199196e-01
2.67931962e+00 1.34372920e-01
2.68645453e+00 1.37280181e-01
2.69358993e+00 1.39900088e-01
2.70072532e+00 1.42212644e-01
2.70786071e+00 1.44199237e-01
2.71499610e+00 1.45842925e-01
2.72213149e+00 1.47128671e-01
2.72926688e+00 1.48043275e-01
2.73640227e+00 1.48575500e-01
2.74353766e+00 1.48716718e-01
2.75067258e+00 1.48460716e-01
2.75780797e+00 1.47803441e-01
2.76494336e+00 1.46744013e-01
2.77207875e+00 1.45283863e-01
2.77921414e+00 1.43427551e-01
2.78634953e+00 1.41182482e-01
2.79348493e+00 1.38558641e-01
2.80062032e+00 1.35569006e-01
2.80775571e+00 1.32229477e-01
2.81489062e+00 1.28558442e-01
2.82202601e+00 1.24576941e-01
2.82916141e+00 1.20308332e-01
2.83629680e+00 1.15778521e-01
2.84343219e+00 1.11015506e-01
2.85056758e+00 1.06048815e-01
2.85770297e+00 1.00909829e-01
2.86483836e+00 9.56313089e-02
2.87197375e+00 9.02464911e-02
2.87910867e+00 8.47907513e-02
2.88624406e+00 7.92973265e-02
2.89337945e+00 7.38014057e-02
2.90051484e+00 6.83375522e-02
2.90765023e+00 6.29390776e-02
2.91478562e+00 5.76386787e-02
2.92192101e+00 5.24670631e-02
2.92905641e+00 4.74536382e-02
2.93619180e+00 4.26255204e-02
2.94332671e+00 3.80076542e-02
2.95046210e+00 3.36213894e-02
2.95759749e+00 2.94861663e-02
2.96473289e+00 2.56179012e-02
2.97186828e+00 2.20291130e-02
2.97900367e+00 1.87290609e-02
2.98613906e+00 1.57233551e-02
2.99327445e+00 1.30141592e-02
3.00040984e+00 1.05999941e-02
3.00754476e+00 8.47648643e-03
3.01468015e+00 6.63520861e-03
3.02181554e+00 5.06524742e-03
3.02895093e+00 3.75273265e-03
3.03608632e+00 2.68125581e-03
3.04322171e+00 1.83215050e-03
3.05035710e+00 1.18520448e-03
3.05749249e+00 7.18321360e-04
3.06462789e+00 4.08984488e-04
3.07176280e+00 2.33809595e-04
3.07889819e+00 1.69338222e-04
3.08603358e+00 1.92713080e-04
3.09316897e+00 2.81852292e-04
3.10030437e+00 4.15804650e-04
3.10743976e+00 5.75502752e-04
3.11457515e+00 7.43687910e-04
3.12171054e+00 9.05644323e-04
3.12884593e+00 1.04902126e-03
3.13598084e+00 1.16434658e-03
3.14311624e+00 1.24490994e-03
3.15025163e+00 1.28705311e-03
3.15738702e+00 1.28979667e-03
3.16452241e+00 1.25482527e-03
3.17165780e+00 1.18624780e-03
3.17879319e+00 1.09048304e-03
3.18592858e+00 9.75427218e-04
3.19306397e+00 8.50615907e-04
3.20019889e+00 7.25927996e-04
3.20733428e+00 6.11356110e-04
3.21446967e+00 5.16925065e-04
3.22160506e+00 4.50873020e-04
3.22874045e+00 4.20131400e-04
3.23587584e+00 4.29015636e-04
3.24301124e+00 4.78867354e-04
3.25014663e+00 5.67528419e-04
3.25728202e+00 6.89123350e-04
3.26441693e+00 8.33979051e-04
3.27155232e+00 9.88551183e-04
3.27868772e+00 1.13627582e-03
3.28582311e+00 1.25805126e-03
3.29295850e+00 1.33452809e-03
3.30009389e+00 1.34764775e-03
3.30722928e+00 1.28452154e-03
3.31436467e+00 1.14159775e-03
3.32150006e+00 9.30704351e-04
3.32863498e+00 6.86223560e-04
3.33577037e+00 4.75274312e-04
3.34290576e+00 4.09352186e-04
3.35004115e+00 6.59090292e-04
3.35717654e+00 1.47211400e-03
3.36431193e+00 3.19420313e-03
3.37144732e+00 6.29316689e-03
3.37858272e+00 1.13867410e-02
3.38571811e+00 1.92709155e-02
3.39285302e+00 3.09493337e-02
3.39998841e+00 4.76639979e-02
3.40712380e+00 7.09066764e-02
3.41425920e+00 1.02427348e-01
3.42139459e+00 1.44204602e-01
3.42852998e+00 1.98369622e-01
3.43566537e+00 2.67049015e-01
3.44280076e+00 3.52085948e-01
3.44993615e+00 4.54590797e-01
3.45707107e+00 5.74334085e-01
3.46420646e+00 7.09617853e-01
3.47134185e+00 8.63332987e-01
3.47847724e+00 1.17223537e+00
3.48561263e+00 0.00000000e+00
3.49274802e+00 0.00000000e+00
3.49988341e+00 0.00000000e+00
3.50701880e+00 0.00000000e+00
3.51415420e+00 0.00000000e+00
3.52128911e+00 0.00000000e+00
3.52842450e+00 0.00000000e+00
3.53555989e+00 0.00000000e+00
3.54269528e+00 0.00000000e+00
3.54983068e+00 0.00000000e+00
3.55696607e+00 0.00000000e+00
3.56410146e+00 0.00000000e+00
